X	Filt_0	Filt_1	Filt_2	Filt_3	Filt_4	Filt_5	Filt_6	Filt_7	Filt_8	Filt_9	Filt_10	Filt_11	Filt_12	Filt_13	Filt_14	Filt_15	Filt_16	Filt_17	Filt_18	Filt_19	Filt_20	Filt_21	Filt_22	Filt_23	Filt_24	Filt_25	Filt_26	Filt_27	Filt_28	Filt_29	Filt_30	Filt_31	Filt_32	Filt_33	Filt_34	Filt_35	Filt_36	Filt_37	Filt_38	Filt_39	Filt_40	Filt_41	Filt_42	Filt_43	Filt_44	Filt_45	Filt_46	Filt_47	Filt_48	Filt_49
87.0000	-0.223315	-0.178154	-0.216272	-0.314371	-0.125321	-0.309483	-0.335638	-0.275390	-0.235403	-0.359149	-0.280135	-0.271307	-0.063303	-0.165107	-0.267857	-0.269608	-0.314706	-0.197990	-0.206186	-0.231872	-0.274777	-0.255610	-0.140155	-0.207142	-0.157691	-0.135438	-0.219799	-0.292792	-0.252676	-0.161218	-0.351310	-0.293652	-0.182720	-0.276208	-0.261754	-0.235343	-0.214687	-0.261919	-0.232332	-0.211656	-0.243643	-0.186325	-0.226790	-0.069315	-0.168925	-0.188207	-0.300870	-0.312532	-0.222318	-0.257241
88.0000	-0.195388	-0.158800	-0.238829	-0.315655	-0.092082	-0.273405	-0.323197	-0.247341	-0.207273	-0.320573	-0.217289	-0.258506	-0.040765	-0.142107	-0.269871	-0.221693	-0.305159	-0.207030	-0.179597	-0.210261	-0.283022	-0.225024	-0.126735	-0.186740	-0.160384	-0.154917	-0.233955	-0.275840	-0.249212	-0.153496	-0.354590	-0.320872	-0.180127	-0.230966	-0.273874	-0.206916	-0.212430	-0.253044	-0.220237	-0.194602	-0.242956	-0.179024	-0.200328	-0.062717	-0.126865	-0.164188	-0.304715	-0.249684	-0.196937	-0.211135
89.0000	-0.176819	-0.150602	-0.243258	-0.302078	-0.063589	-0.233496	-0.295098	-0.207841	-0.186710	-0.268076	-0.155511	-0.239123	-0.037098	-0.121383	-0.252020	-0.172242	-0.270831	-0.219112	-0.154475	-0.192054	-0.271454	-0.189394	-0.129561	-0.168869	-0.169686	-0.179042	-0.245760	-0.240584	-0.254375	-0.147708	-0.343257	-0.333362	-0.177235	-0.191517	-0.278767	-0.178006	-0.206410	-0.224278	-0.204628	-0.181358	-0.240669	-0.164543	-0.182526	-0.057620	-0.088319	-0.138173	-0.303595	-0.197447	-0.175115	-0.157268
90.0000	-0.167051	-0.149500	-0.221909	-0.279975	-0.044830	-0.198684	-0.248167	-0.165353	-0.176417	-0.216643	-0.100084	-0.213415	-0.054925	-0.102988	-0.219420	-0.131227	-0.217666	-0.228852	-0.131318	-0.179564	-0.235199	-0.150017	-0.143600	-0.154397	-0.181882	-0.199251	-0.246952	-0.184920	-0.256439	-0.143702	-0.317868	-0.323904	-0.172145	-0.165694	-0.270124	-0.152165	-0.196314	-0.177755	-0.177457	-0.169272	-0.234786	-0.142742	-0.172393	-0.052593	-0.058749	-0.113484	-0.297423	-0.163029	-0.157835	-0.105521
91.0000	-0.162206	-0.147758	-0.180044	-0.256476	-0.036628	-0.171883	-0.187526	-0.129850	-0.173149	-0.176594	-0.052465	-0.182415	-0.088606	-0.087369	-0.184436	-0.103637	-0.156362	-0.231418	-0.111988	-0.170993	-0.178527	-0.111684	-0.160999	-0.139397	-0.193086	-0.210411	-0.232802	-0.115954	-0.246005	-0.140959	-0.282123	-0.292488	-0.163482	-0.152766	-0.242000	-0.131200	-0.182552	-0.121240	-0.132787	-0.153330	-0.225841	-0.113908	-0.166652	-0.046592	-0.037850	-0.091257	-0.287066	-0.144566	-0.142854	-0.068772
92.0000	-0.157001	-0.137890	-0.131079	-0.234647	-0.037012	-0.148563	-0.124436	-0.105454	-0.169124	-0.150270	-0.011932	-0.146361	-0.123263	-0.074910	-0.156006	-0.087584	-0.097280	-0.223740	-0.099304	-0.161862	-0.116404	-0.079363	-0.173643	-0.117833	-0.198691	-0.210569	-0.204308	-0.047833	-0.220690	-0.138971	-0.240539	-0.244242	-0.151230	-0.146114	-0.194021	-0.113692	-0.165179	-0.064779	-0.073217	-0.128170	-0.215375	-0.079664	-0.162206	-0.039306	-0.022342	-0.070448	-0.274599	-0.135520	-0.125711	-0.053654
93.0000	-0.146108	-0.115814	-0.086210	-0.211203	-0.042048	-0.120296	-0.069281	-0.088201	-0.156112	-0.134065	0.019549	-0.105674	-0.141421	-0.066063	-0.135863	-0.077618	-0.046869	-0.204985	-0.094515	-0.146872	-0.067462	-0.055617	-0.175784	-0.085442	-0.193526	-0.199674	-0.166309	0.007724	-0.183765	-0.137664	-0.195722	-0.187215	-0.136146	-0.138081	-0.135205	-0.096386	-0.144986	-0.018129	-0.014109	-0.090841	-0.203789	-0.042001	-0.156789	-0.031416	-0.008710	-0.050308	-0.261913	-0.128097	-0.100522	-0.054786
94.0000	-0.125670	-0.082395	-0.048303	-0.180450	-0.045805	-0.079790	-0.027675	-0.070225	-0.130093	-0.121570	0.037084	-0.063473	-0.131434	-0.061773	-0.120907	-0.068526	-0.008241	-0.176212	-0.094247	-0.121733	-0.041698	-0.039990	-0.166556	-0.043229	-0.175023	-0.177373	-0.124415	0.046453	-0.139979	-0.136408	-0.147332	-0.129951	-0.118137	-0.124187	-0.079575	-0.075529	-0.123629	0.009219	0.023702	-0.043279	-0.189766	-0.001508	-0.148752	-0.024155	0.004836	-0.031940	-0.248196	-0.115412	-0.061815	-0.062435
95.0000	-0.095627	-0.042102	-0.014086	-0.138792	-0.041850	-0.025821	-0.000865	-0.045803	-0.093837	-0.106736	0.039268	-0.025582	-0.092222	-0.062269	-0.105685	-0.057562	0.016479	-0.138894	-0.091071	-0.085186	-0.037586	-0.030127	-0.147418	0.002363	-0.143947	-0.141896	-0.083474	0.069549	-0.092882	-0.132002	-0.093380	-0.078625	-0.096341	-0.104344	-0.036420	-0.047706	-0.101864	0.012912	0.030249	0.006848	-0.171200	0.040612	-0.136671	-0.018317	0.018597	-0.017955	-0.229262	-0.093373	-0.009436	-0.071295
96.0000	-0.061160	0.000776	0.020305	-0.086439	-0.026544	0.034637	0.013771	-0.015218	-0.054425	-0.086927	0.031820	0.003186	-0.034052	-0.065597	-0.084199	-0.044432	0.026275	-0.093256	-0.077914	-0.041014	-0.047116	-0.023524	-0.118824	0.043259	-0.101691	-0.092953	-0.046359	0.080462	-0.044695	-0.118710	-0.033965	-0.035085	-0.071070	-0.080508	-0.006374	-0.011154	-0.078623	-0.000319	0.014799	0.049415	-0.145309	0.079630	-0.118579	-0.013703	0.033116	-0.010493	-0.199749	-0.062231	0.048976	-0.078059
97.0000	-0.029759	0.044954	0.055748	-0.028573	-0.000264	0.090153	0.021761	0.016667	-0.017500	-0.063970	0.023321	0.022320	0.026560	-0.067992	-0.052226	-0.028604	0.023821	-0.038649	-0.052327	0.003159	-0.059717	-0.018213	-0.082210	0.076066	-0.049817	-0.035552	-0.012586	0.082782	0.003194	-0.091237	0.025181	0.002085	-0.044446	-0.053509	0.014888	0.033352	-0.052784	-0.015659	-0.001882	0.078173	-0.108310	0.109509	-0.092060	-0.009695	0.049720	-0.007750	-0.156835	-0.025777	0.103656	-0.078875
98.0000	-0.005417	0.092589	0.090229	0.027319	0.034857	0.131262	0.029208	0.046172	0.015052	-0.040555	0.021179	0.035564	0.076625	-0.064884	-0.010007	-0.006672	0.015798	0.025119	-0.018178	0.043187	-0.066205	-0.012408	-0.040649	0.106368	0.008059	0.022342	0.021443	0.079256	0.050209	-0.048973	0.075635	0.034474	-0.018266	-0.021505	0.031896	0.082947	-0.025416	-0.018853	-0.001497	0.094127	-0.056690	0.127302	-0.056628	-0.005977	0.069944	-0.002244	-0.103534	0.011857	0.149708	-0.071749
99.0000	0.013813	0.147597	0.122279	0.077754	0.076411	0.154623	0.040550	0.074437	0.043124	-0.015382	0.032261	0.049177	0.112502	-0.051332	0.036130	0.026030	0.009955	0.096826	0.016785	0.083837	-0.061276	-0.003918	0.004473	0.143232	0.065272	0.076310	0.058174	0.072280	0.096218	0.001347	0.114744	0.063165	0.008249	0.018404	0.047006	0.134046	0.001366	-0.001633	0.023487	0.103549	0.010638	0.134037	-0.016747	-0.001991	0.095542	0.016193	-0.048199	0.048484	0.186311	-0.056621
100.0000	0.033678	0.210900	0.154575	0.124273	0.121677	0.164487	0.057516	0.105156	0.067805	0.015964	0.061323	0.069878	0.138127	-0.022885	0.077137	0.070556	0.012038	0.172223	0.046887	0.132389	-0.042207	0.011186	0.052867	0.187890	0.113231	0.126994	0.094456	0.064751	0.141483	0.049205	0.148987	0.090831	0.037835	0.066061	0.061286	0.183970	0.028278	0.036794	0.068814	0.113783	0.089634	0.133196	0.019834	0.004455	0.128482	0.055359	0.000904	0.083732	0.213110	-0.033653
101.0000	0.060618	0.276138	0.193414	0.168733	0.168572	0.170752	0.080119	0.140098	0.093293	0.056607	0.107308	0.102154	0.160005	0.022139	0.108363	0.122037	0.023942	0.243462	0.073263	0.188967	-0.008370	0.039647	0.101023	0.232410	0.145577	0.175843	0.124249	0.060163	0.187616	0.088222	0.189222	0.122024	0.072653	0.115976	0.077237	0.231163	0.060026	0.089704	0.122217	0.130084	0.168595	0.130020	0.049359	0.018084	0.169495	0.115651	0.040578	0.117553	0.230724	-0.001816
102.0000	0.099620	0.333022	0.243783	0.211672	0.216286	0.183129	0.108537	0.177253	0.126632	0.107622	0.164290	0.145743	0.182368	0.079877	0.132424	0.172527	0.044078	0.301786	0.102547	0.247781	0.037254	0.088026	0.142503	0.269065	0.162543	0.221711	0.145277	0.063057	0.236420	0.119516	0.244015	0.160338	0.113634	0.160341	0.099709	0.273285	0.102200	0.145858	0.171531	0.154547	0.232075	0.130886	0.075403	0.045854	0.215929	0.186962	0.071882	0.148718	0.241975	0.041991
103.0000	0.152453	0.374931	0.303471	0.254571	0.264043	0.206301	0.143240	0.213258	0.173892	0.169486	0.224565	0.195612	0.204473	0.141259	0.156179	0.215896	0.070808	0.341611	0.140330	0.305145	0.089324	0.156882	0.173305	0.296256	0.170966	0.262510	0.161591	0.079371	0.285887	0.148021	0.313020	0.205318	0.162535	0.194200	0.133895	0.306830	0.156633	0.195450	0.212205	0.186181	0.270767	0.140887	0.104032	0.094947	0.261735	0.254308	0.096226	0.175865	0.251316	0.101000
104.0000	0.215781	0.401076	0.361578	0.299600	0.310530	0.239674	0.184261	0.247281	0.235663	0.240039	0.280273	0.244595	0.222850	0.197360	0.186755	0.250303	0.105885	0.363258	0.186237	0.362440	0.144840	0.239119	0.194502	0.316910	0.180349	0.299764	0.181469	0.114206	0.329366	0.177431	0.382908	0.252817	0.222280	0.216972	0.181426	0.330205	0.218235	0.234361	0.247641	0.221194	0.286264	0.162360	0.140035	0.169025	0.300630	0.309627	0.114461	0.200698	0.264229	0.174553
105.0000	0.281269	0.413720	0.405323	0.347065	0.355555	0.279389	0.231872	0.281756	0.304871	0.311919	0.326543	0.286860	0.236890	0.245251	0.228449	0.276792	0.153784	0.373058	0.234533	0.422582	0.204970	0.323900	0.210381	0.335069	0.198156	0.339684	0.213114	0.167969	0.361061	0.208845	0.434864	0.299148	0.292645	0.231187	0.237299	0.345425	0.278278	0.264447	0.283610	0.254715	0.288040	0.197062	0.187683	0.263684	0.329580	0.356252	0.129096	0.228614	0.286284	0.255678
106.0000	0.339631	0.415675	0.429536	0.395604	0.399623	0.320095	0.287124	0.320691	0.370498	0.375971	0.364380	0.321053	0.251617	0.288309	0.280336	0.297399	0.216957	0.380837	0.278275	0.484362	0.271408	0.402071	0.227059	0.354161	0.226640	0.388620	0.259856	0.235228	0.381818	0.242619	0.459824	0.343630	0.366586	0.242134	0.293055	0.356209	0.332199	0.291315	0.322874	0.284234	0.288996	0.247239	0.249312	0.364087	0.350326	0.403677	0.145167	0.265231	0.321159	0.332747
107.0000	0.385812	0.409858	0.439290	0.444290	0.441333	0.356601	0.349737	0.368384	0.425381	0.427131	0.398006	0.351325	0.275613	0.331486	0.336063	0.315307	0.290185	0.395614	0.313716	0.539026	0.342427	0.469287	0.250765	0.376817	0.262559	0.446563	0.317821	0.308820	0.399208	0.279233	0.462718	0.386320	0.433869	0.257478	0.343968	0.366348	0.381352	0.321007	0.364086	0.311616	0.302176	0.312591	0.321752	0.449921	0.368483	0.459733	0.168389	0.311815	0.368389	0.395532
108.0000	0.421249	0.400615	0.445310	0.492586	0.478686	0.386247	0.415034	0.426776	0.469513	0.466124	0.429956	0.384664	0.316647	0.377100	0.386837	0.334565	0.359705	0.421744	0.341728	0.575005	0.412226	0.524420	0.283741	0.404897	0.300076	0.504680	0.379169	0.385433	0.422902	0.318779	0.453817	0.425042	0.488009	0.285301	0.390553	0.380039	0.427613	0.357094	0.404395	0.341579	0.337535	0.388369	0.397310	0.506538	0.390699	0.523443	0.202764	0.363103	0.422343	0.441157
109.0000	0.452444	0.394834	0.458007	0.538847	0.512036	0.411013	0.474946	0.491642	0.507108	0.497906	0.460417	0.426417	0.376560	0.423924	0.426739	0.357999	0.411046	0.458567	0.366677	0.588348	0.473841	0.567714	0.324258	0.439394	0.335564	0.551585	0.438392	0.465377	0.458571	0.361045	0.441656	0.456751	0.528224	0.330687	0.434903	0.402456	0.470005	0.400269	0.442636	0.378922	0.397980	0.467481	0.468490	0.532292	0.421864	0.582875	0.248975	0.409831	0.475234	0.474826
110.0000	0.486941	0.402131	0.483301	0.580072	0.543011	0.436736	0.523294	0.553766	0.542314	0.528785	0.489687	0.477831	0.448573	0.469097	0.457127	0.386113	0.438896	0.502681	0.395172	0.586053	0.524206	0.602596	0.372499	0.480285	0.370935	0.582770	0.494921	0.546023	0.503459	0.405852	0.432124	0.481342	0.556833	0.392725	0.478934	0.439130	0.506475	0.449971	0.480812	0.427384	0.476448	0.543740	0.530117	0.536794	0.463720	0.622833	0.304118	0.444391	0.522935	0.506381
111.0000	0.528961	0.433620	0.520098	0.613101	0.571959	0.469963	0.559553	0.605105	0.575650	0.563299	0.519613	0.536997	0.521924	0.511005	0.486086	0.419344	0.449191	0.549457	0.433681	0.579764	0.566162	0.635738	0.433106	0.526110	0.412611	0.602512	0.550457	0.618118	0.547897	0.453045	0.429702	0.502287	0.576452	0.466005	0.524376	0.493708	0.536592	0.505292	0.522395	0.489011	0.557938	0.613826	0.579207	0.534389	0.514664	0.636574	0.364495	0.465267	0.566585	0.545507
112.0000	0.577929	0.495826	0.560656	0.636324	0.597533	0.515304	0.588522	0.642135	0.603716	0.603423	0.553049	0.600045	0.589586	0.549478	0.523618	0.461196	0.453990	0.594430	0.484705	0.579780	0.605138	0.672431	0.510485	0.574483	0.467314	0.618654	0.604857	0.671330	0.582747	0.502592	0.438532	0.524252	0.588539	0.544466	0.572761	0.564682	0.562083	0.564156	0.569261	0.562062	0.627977	0.677318	0.615938	0.538137	0.570339	0.630718	0.429388	0.477794	0.608998	0.596295
113.0000	0.630383	0.582726	0.595846	0.651384	0.618353	0.572614	0.617267	0.665428	0.623908	0.648691	0.592269	0.660350	0.649553	0.584825	0.575683	0.517194	0.465138	0.635039	0.544859	0.593433	0.644661	0.712136	0.602091	0.623794	0.537846	0.637455	0.654292	0.702091	0.605464	0.554911	0.462750	0.551321	0.594146	0.621391	0.625975	0.643375	0.585742	0.622464	0.620788	0.640722	0.681424	0.735083	0.644087	0.555755	0.624722	0.621247	0.499685	0.491324	0.652706	0.653965
114.0000	0.682781	0.677425	0.621484	0.664068	0.635075	0.634525	0.651245	0.679520	0.639194	0.695186	0.637320	0.710098	0.702151	0.619461	0.639410	0.588340	0.489264	0.670059	0.607127	0.624846	0.684293	0.749268	0.696094	0.673174	0.620783	0.660625	0.693628	0.714879	0.619760	0.610634	0.506036	0.585036	0.596219	0.689377	0.685714	0.715764	0.610798	0.676271	0.674320	0.718463	0.723190	0.788025	0.668505	0.587586	0.671756	0.624488	0.572813	0.514700	0.700992	0.708652
115.0000	0.733994	0.762916	0.639643	0.682610	0.650430	0.690320	0.691820	0.692282	0.657510	0.736355	0.685067	0.745370	0.749895	0.656785	0.704388	0.665304	0.525769	0.698514	0.665432	0.673794	0.720897	0.777953	0.777583	0.719969	0.706827	0.684386	0.721249	0.719006	0.632104	0.668640	0.570154	0.622475	0.601048	0.744928	0.750206	0.768694	0.640879	0.725639	0.725487	0.790468	0.760861	0.836496	0.691837	0.627877	0.708368	0.648724	0.642396	0.553005	0.756548	0.753859
116.0000	0.785971	0.828836	0.655491	0.713573	0.666920	0.734009	0.735728	0.712396	0.686759	0.767224	0.730549	0.768234	0.797032	0.695721	0.760561	0.732826	0.570569	0.721178	0.717300	0.734275	0.751714	0.795897	0.838291	0.759003	0.784885	0.702538	0.741493	0.725102	0.648874	0.723790	0.651271	0.659042	0.617171	0.790903	0.811395	0.796976	0.678091	0.773767	0.769671	0.852603	0.796889	0.878790	0.714402	0.669011	0.737161	0.692758	0.702675	0.606594	0.817508	0.790118
117.0000	0.839863	0.871869	0.673599	0.757895	0.684598	0.766940	0.776386	0.745812	0.729230	0.788487	0.770687	0.784129	0.846215	0.730555	0.804520	0.781422	0.622402	0.741934	0.762078	0.796916	0.776350	0.806026	0.879176	0.786096	0.847755	0.712990	0.762370	0.741025	0.674107	0.769005	0.736790	0.694137	0.650485	0.832021	0.858440	0.805388	0.719528	0.821201	0.804117	0.899569	0.827607	0.910777	0.736467	0.705194	0.765210	0.750270	0.750220	0.671918	0.877000	0.821869
118.0000	0.890760	0.894818	0.695365	0.809407	0.701467	0.795412	0.807689	0.792641	0.778808	0.805481	0.805764	0.798632	0.895734	0.757217	0.839286	0.812188	0.683268	0.766396	0.797530	0.854728	0.796966	0.815344	0.905454	0.801870	0.893851	0.720108	0.790188	0.768739	0.707802	0.800778	0.810454	0.732093	0.698416	0.869018	0.885113	0.804357	0.757392	0.862643	0.829355	0.925491	0.848456	0.928353	0.759410	0.733948	0.799483	0.813371	0.780815	0.743276	0.927546	0.853826
119.0000	0.928868	0.904386	0.718402	0.858399	0.716091	0.827658	0.828156	0.846726	0.824462	0.822245	0.836617	0.815347	0.940061	0.776765	0.869881	0.832086	0.752279	0.798986	0.820699	0.904564	0.817703	0.830277	0.920433	0.811441	0.925054	0.728917	0.825809	0.804602	0.746785	0.820750	0.862891	0.777517	0.750854	0.898760	0.892503	0.804262	0.785146	0.890198	0.850115	0.927325	0.858129	0.930024	0.785281	0.756217	0.842040	0.873913	0.784796	0.813707	0.964711	0.889124
120.0000	0.946499	0.908196	0.739224	0.898157	0.729322	0.869206	0.841498	0.898073	0.857694	0.838750	0.862306	0.835400	0.973582	0.793438	0.898458	0.847902	0.821667	0.840302	0.832302	0.943578	0.843490	0.852417	0.922397	0.821075	0.945089	0.740378	0.866693	0.842015	0.787605	0.832817	0.895295	0.830051	0.797359	0.919143	0.886549	0.812324	0.803821	0.898684	0.873892	0.908406	0.858629	0.918173	0.815839	0.775266	0.888140	0.924663	0.746618	0.874943	0.987414	0.927704
121.0000	0.942538	0.913004	0.758439	0.927604	0.743753	0.917957	0.854027	0.936083	0.876217	0.854554	0.881790	0.858823	0.994794	0.810965	0.922640	0.862607	0.881017	0.886263	0.837394	0.968210	0.877565	0.878476	0.909009	0.835235	0.958872	0.753681	0.910615	0.874582	0.826965	0.841432	0.914974	0.883070	0.832431	0.931648	0.875673	0.831739	0.821442	0.887749	0.905869	0.879510	0.853838	0.899029	0.851495	0.794474	0.929122	0.960929	0.655360	0.919449	0.997189	0.965836
122.0000	0.922778	0.923716	0.782011	0.949218	0.762028	0.963985	0.871389	0.953086	0.882170	0.871816	0.896737	0.886329	1.006904	0.830158	0.938065	0.874384	0.924488	0.929676	0.841882	0.977432	0.918921	0.903185	0.885867	0.855548	0.971100	0.769175	0.955635	0.898346	0.860907	0.851936	0.929409	0.927473	0.856721	0.940019	0.868947	0.861151	0.846255	0.861848	0.943473	0.854915	0.848109	0.880034	0.890543	0.814988	0.957490	0.982433	0.522111	0.944366	0.997139	0.997716
123.0000	0.898714	0.941979	0.814935	0.966083	0.784755	0.995988	0.895008	0.946676	0.878836	0.893459	0.911633	0.919320	1.015125	0.849993	0.942147	0.878475	0.951879	0.963976	0.850299	0.974824	0.962723	0.922632	0.866849	0.881257	0.984482	0.788229	0.998608	0.912249	0.888791	0.870209	0.942240	0.956719	0.874671	0.948270	0.872677	0.894611	0.880210	0.830712	0.975698	0.845332	0.845093	0.865803	0.928814	0.834854	0.970385	0.993647	0.386409	0.952487	0.990696	1.018301
124.0000	0.882461	0.964913	0.855162	0.979628	0.809309	1.008958	0.920380	0.918912	0.868914	0.919992	0.931333	0.957859	1.023997	0.870677	0.935898	0.871035	0.964934	0.986623	0.865191	0.967060	1.003308	0.936051	0.865457	0.909580	0.999362	0.812340	1.034775	0.917378	0.915947	0.900647	0.952740	0.969114	0.889461	0.959068	0.887709	0.924460	0.917425	0.807103	0.989326	0.854517	0.847158	0.856569	0.960452	0.850538	0.970389	1.001043	0.301719	0.950108	0.981129	1.026231
125.0000	0.879502	0.986156	0.895343	0.989381	0.830362	1.006822	0.940961	0.875691	0.855340	0.949179	0.957727	0.999159	1.035603	0.894242	0.923689	0.852958	0.965957	0.998882	0.886008	0.960706	1.036668	0.945013	0.888077	0.935549	1.014465	0.842158	1.058909	0.915814	0.946617	0.942853	0.957906	0.967244	0.902077	0.972956	0.910350	0.946423	0.948087	0.799755	0.978040	0.880401	0.855022	0.849541	0.981025	0.859497	0.963269	1.009386	0.309674	0.945537	0.971808	1.024623
126.0000	0.887040	0.999289	0.928739	0.994835	0.840369	0.999917	0.953949	0.828329	0.843199	0.978413	0.987494	1.037999	1.048507	0.922121	0.911120	0.830759	0.958463	1.003612	0.908616	0.959139	1.061161	0.951362	0.931529	0.953956	1.026535	0.876536	1.068200	0.909817	0.976661	0.989590	0.954843	0.956457	0.914860	0.988990	0.935197	0.961405	0.964433	0.809149	0.946951	0.916186	0.867675	0.841476	0.990629	0.862091	0.954231	1.019602	0.415240	0.947584	0.965927	1.018822
127.0000	0.898472	1.001229	0.952234	0.996592	0.831516	0.998718	0.960053	0.792300	0.839989	1.006259	1.014032	1.067984	1.058332	0.952479	0.900929	0.814071	0.947156	1.003464	0.927544	0.961412	1.076752	0.955436	0.982582	0.963267	1.029615	0.912842	1.064355	0.901165	0.996325	1.030284	0.942774	0.943108	0.930355	1.004908	0.957318	0.972707	0.963634	0.831135	0.909064	0.951098	0.883662	0.831980	0.993088	0.861536	0.945928	1.028247	0.577829	0.962468	0.964697	1.013398
128.0000	0.907944	0.993747	0.965324	0.995738	0.802622	1.007170	0.960715	0.781034	0.852742	1.031591	1.032276	1.083610	1.060397	0.979272	0.891132	0.811841	0.937053	0.998923	0.939376	0.963837	1.083734	0.955541	1.023375	0.966237	1.017741	0.947316	1.052744	0.890477	0.998217	1.058038	0.924308	0.931937	0.947500	1.016740	0.972692	0.983148	0.946742	0.861038	0.877297	0.974590	0.902900	0.824893	0.992473	0.861873	0.938532	1.028906	0.736072	0.990295	0.966221	1.010665
129.0000	0.911907	0.982087	0.968157	0.993698	0.763944	1.022489	0.959434	0.799676	0.883031	1.051525	1.040801	1.082583	1.052360	0.994577	0.877981	0.828202	0.931143	0.987946	0.943727	0.962677	1.081505	0.949420	1.040725	0.965708	0.990195	0.973955	1.038624	0.878374	0.982273	1.072357	0.904806	0.924341	0.963447	1.020927	0.977938	0.993953	0.917416	0.893629	0.858738	0.982390	0.926428	0.825538	0.990748	0.866068	0.930244	1.016048	0.848328	1.023337	0.967045	1.010715
130.0000	0.908731	0.971359	0.960204	0.992195	0.730774	1.039760	0.961238	0.842447	0.923727	1.060020	1.040123	1.066180	1.034435	0.993259	0.858785	0.859808	0.928464	0.969232	0.941953	0.955889	1.067660	0.936045	1.028862	0.961405	0.953134	0.985377	1.023415	0.867107	0.956160	1.076309	0.890121	0.919046	0.976938	1.017241	0.971029	1.004209	0.881840	0.923463	0.853785	0.976736	0.954233	0.836940	0.987427	0.875201	0.918139	0.989328	0.907865	1.049418	0.963966	1.011731
131.0000	0.898479	0.963640	0.940177	0.990704	0.713916	1.052954	0.967388	0.894727	0.961575	1.050466	1.030415	1.037169	1.007882	0.975912	0.831983	0.897297	0.925176	0.945005	0.936138	0.943449	1.038730	0.915983	0.985659	0.951553	0.916061	0.977416	1.005360	0.859008	0.931836	1.072504	0.884341	0.913559	0.987984	1.007920	0.952565	1.011104	0.847489	0.946845	0.857889	0.960841	0.983821	0.857616	0.980357	0.887624	0.899731	0.954822	0.929181	1.058899	0.954443	1.009887
132.0000	0.882330	0.957439	0.908268	0.984584	0.718007	1.054872	0.973815	0.940312	0.984040	1.021486	1.010500	0.998016	0.974022	0.947978	0.798253	0.929658	0.917179	0.919372	0.928524	0.926437	0.993120	0.891136	0.911524	0.935658	0.887599	0.952124	0.982841	0.854121	0.918893	1.060328	0.887934	0.905107	0.996545	0.994416	0.926759	1.011099	0.820316	0.961958	0.863655	0.935646	1.009878	0.880296	0.967162	0.898732	0.874925	0.921039	0.930986	1.048418	0.937211	0.999967
133.0000	0.860981	0.948865	0.869241	0.968395	0.743060	1.041474	0.974778	0.968920	0.983904	0.978738	0.978926	0.951264	0.935186	0.915973	0.762656	0.947778	0.902246	0.895411	0.920367	0.905880	0.934312	0.863787	0.813784	0.914630	0.872723	0.914877	0.956212	0.850126	0.919485	1.035824	0.897002	0.891504	1.001860	0.975906	0.900456	1.000946	0.802910	0.967351	0.862749	0.901774	1.024562	0.892986	0.947197	0.903776	0.846864	0.893075	0.926921	1.019891	0.913575	0.977992
134.0000	0.835487	0.933528	0.831481	0.940274	0.783282	1.013788	0.965628	0.977607	0.959275	0.930449	0.936467	0.899662	0.896575	0.883937	0.732620	0.945375	0.880928	0.873963	0.910873	0.883020	0.870687	0.835502	0.710619	0.889825	0.870601	0.869564	0.927928	0.843202	0.928472	0.994687	0.904749	0.873110	1.001743	0.949978	0.879535	0.978798	0.794442	0.961426	0.848037	0.862788	1.020475	0.884262	0.922841	0.901881	0.820157	0.871195	0.922220	0.977946	0.887719	0.943881
135.0000	0.809366	0.908806	0.800986	0.902029	0.826818	0.973803	0.943930	0.967974	0.911700	0.883173	0.887176	0.845668	0.864774	0.853270	0.712305	0.919276	0.854966	0.853488	0.897107	0.859833	0.811426	0.808078	0.625100	0.863260	0.874478	0.818886	0.900584	0.828941	0.936003	0.936411	0.904007	0.854227	0.992117	0.914482	0.866376	0.945218	0.791630	0.942928	0.816287	0.824897	0.995133	0.849536	0.897727	0.895739	0.797971	0.853560	0.915090	0.928089	0.864620	0.901465
136.0000	0.786235	0.876205	0.777668	0.856773	0.860407	0.922227	0.910613	0.943518	0.845212	0.841620	0.836820	0.792713	0.842853	0.823847	0.700150	0.872277	0.824274	0.831433	0.874990	0.837416	0.763016	0.784771	0.572022	0.837419	0.875075	0.768327	0.873709	0.803921	0.931331	0.866359	0.889211	0.840109	0.967461	0.870434	0.858874	0.902904	0.790106	0.911753	0.769930	0.792979	0.951400	0.793449	0.873017	0.887501	0.781137	0.838185	0.900539	0.876696	0.846784	0.855783
137.0000	0.766261	0.841564	0.757883	0.807869	0.875288	0.860163	0.869198	0.906760	0.767737	0.808875	0.790872	0.745049	0.828129	0.793220	0.690969	0.815704	0.786640	0.806002	0.841458	0.813945	0.728117	0.768963	0.552533	0.814045	0.864354	0.725421	0.843537	0.767983	0.908856	0.793077	0.857556	0.832102	0.923033	0.823601	0.849005	0.856668	0.785577	0.870282	0.715945	0.768159	0.893942	0.728221	0.846587	0.876317	0.769040	0.823117	0.873967	0.830087	0.832627	0.809204
