X	Raw_0	Raw_1	Raw_2	Raw_3	Raw_4	Raw_5	Raw_6	Raw_7	Raw_8	Raw_9	Raw_10	Raw_11	Raw_12	Raw_13	Raw_14	Raw_15	Raw_16	Raw_17	Raw_18	Raw_19	Raw_20	Raw_21	Raw_22	Raw_23	Raw_24	Raw_25	Raw_26	Raw_27	Raw_28	Raw_29	Raw_30	Raw_31	Raw_32	Raw_33	Raw_34	Raw_35	Raw_36	Raw_37	Raw_38	Raw_39	Raw_40	Raw_41	Raw_42	Raw_43	Raw_44	Raw_45	Raw_46	Raw_47	Raw_48	Raw_49
88.0000	-0.288923	-0.093829	-0.325527	-0.398060	-0.179294	-0.550915	-0.350966	-0.310935	-0.142280	-0.411891	-0.007549	-0.066357	0.040625	-0.199132	-0.080757	-0.272053	-0.467018	-0.219889	-0.005357	0.096868	-0.231852	-0.128198	-0.164147	-0.130144	-0.192668	-0.189997	-0.292515	-0.521570	0.010399	-0.086762	-0.196359	-0.499269	-0.182303	0.055459	-0.254799	-0.316289	-0.102173	-0.226482	-0.162649	-0.038313	-0.357790	-0.270216	-0.201833	-0.284339	-0.133366	-0.082124	-0.493145	-0.143982	-0.314345	-0.074501
89.0000	-0.116467	-0.119554	-0.380155	-0.060842	-0.035859	-0.150724	-0.362042	-0.258446	-0.137793	-0.451270	-0.073594	-0.314298	0.035029	0.122094	-0.317686	-0.070931	-0.188607	-0.371506	-0.189474	-0.170158	-0.466745	-0.226404	0.028242	-0.192171	-0.132680	-0.347793	-0.301567	-0.012584	-0.312566	-0.134002	-0.457134	-0.456987	-0.208824	-0.033799	-0.113827	-0.131785	-0.252460	-0.000596	-0.064716	-0.384382	-0.267088	-0.204049	-0.161960	-0.301230	0.134010	-0.265329	-0.306474	-0.234540	-0.184463	-0.338773
90.0000	-0.161554	-0.162785	-0.442923	-0.318718	-0.010287	-0.145051	-0.347380	-0.023127	-0.168921	0.015133	-0.301957	-0.024295	-0.065772	-0.086656	-0.478889	-0.086901	-0.611785	-0.017443	-0.172687	-0.116393	-0.306890	-0.272817	-0.142528	-0.126484	-0.308157	-0.205609	-0.177206	-0.316635	-0.363856	-0.150653	-0.087690	-0.366463	0.018257	-0.135375	-0.316490	-0.322128	-0.414194	-0.414491	-0.365560	-0.165986	-0.255905	-0.140687	-0.092771	-0.058596	-0.063209	-0.077507	-0.097762	0.082060	0.036861	0.092339
91.0000	-0.012082	-0.374221	0.067027	-0.283516	0.020675	0.013970	-0.077043	-0.075955	-0.107603	-0.042152	-0.096079	-0.251637	0.109891	-0.230578	-0.135620	-0.031946	-0.068667	-0.245746	-0.046752	-0.166065	0.046086	-0.107696	-0.237035	-0.151521	-0.310308	-0.456370	-0.326350	-0.363191	-0.304046	-0.284354	-0.583205	-0.290708	-0.096601	-0.178982	-0.318763	-0.120722	-0.188477	-0.307761	-0.444053	-0.165348	0.237479	-0.032496	-0.304704	-0.051139	-0.039889	-0.112896	-0.459430	-0.009318	-0.116802	-0.359979
92.0000	-0.242504	-0.263817	-0.039041	-0.138438	-0.041387	-0.305320	-0.129896	-0.009881	-0.200763	-0.187172	0.110536	-0.185446	-0.385690	-0.014051	-0.018220	-0.248049	-0.126414	-0.277536	-0.129640	-0.247464	-0.370308	0.105533	-0.053926	-0.025271	0.017878	0.057902	-0.266776	0.039795	-0.200507	-0.046004	-0.291601	-0.161159	-0.335416	-0.138033	-0.305675	-0.052109	-0.043667	0.045728	-0.222313	-0.106684	-0.201681	-0.166365	-0.197721	-0.020845	0.054514	-0.069613	-0.112224	-0.376943	-0.378187	0.095346
93.0000	-0.164667	-0.166998	-0.123856	-0.011304	-0.286969	-0.355389	0.028010	-0.110944	-0.358123	-0.135625	0.165569	0.135006	-0.194185	-0.361159	-0.133827	-0.094286	-0.044802	-0.142206	-0.020189	-0.143407	0.102771	-0.046304	-0.239977	-0.268746	0.019711	-0.238085	-0.178977	-0.005733	-0.110043	-0.228843	0.120752	-0.267643	-0.186311	-0.232055	0.191330	-0.121841	0.155294	0.102532	0.154711	-0.117839	0.136126	0.023597	0.110092	0.167874	-0.036788	-0.244448	-0.321220	-0.141314	-0.039710	0.064420
94.0000	-0.151118	-0.023650	-0.050306	-0.251426	0.152713	-0.153310	0.210674	-0.290617	-0.199798	-0.453403	-0.139463	-0.157674	-0.202597	-0.074362	-0.160979	-0.455759	0.066251	-0.229223	0.069478	-0.332211	0.071371	0.102840	-0.241649	-0.229300	-0.246745	-0.172303	-0.048300	0.095876	-0.114942	-0.107600	-0.195301	-0.041455	-0.126589	-0.262379	-0.012750	-0.087273	-0.271995	-0.191226	0.211024	-0.239401	-0.282296	0.148392	-0.165600	-0.090596	0.025909	0.100023	-0.237662	-0.233254	-0.266752	-0.306817
95.0000	-0.287036	-0.057061	-0.236333	-0.589631	-0.239461	-0.080761	-0.342068	-0.234712	-0.043951	0.070003	0.076234	-0.045707	0.040713	-0.019635	-0.091414	-0.003171	-0.037690	-0.130124	-0.116670	0.274054	-0.111120	-0.154151	0.048232	0.152168	-0.263742	0.091284	0.206390	0.052596	-0.183488	0.149532	-0.144247	-0.102350	-0.067678	0.040103	-0.021835	-0.000911	-0.131495	0.180103	0.207167	0.150703	-0.215957	-0.145220	-0.107387	-0.003586	-0.118898	-0.023105	-0.219770	-0.005410	0.143512	-0.312340
96.0000	0.003307	0.106415	0.325752	-0.171644	0.004284	0.097092	0.015901	0.070828	-0.016699	-0.145021	0.167382	0.051355	-0.198632	-0.021458	-0.096698	0.050524	0.203625	0.010497	-0.532362	0.147507	-0.138442	-0.042365	0.087253	0.273944	-0.138421	-0.283305	-0.113854	0.267866	-0.027954	-0.140236	0.149939	-0.039529	-0.014605	-0.080444	-0.199738	-0.083187	-0.099521	0.105271	-0.070058	0.241003	-0.144102	-0.065810	-0.141534	-0.188169	0.132883	0.083646	-0.242611	-0.045698	-0.164541	0.066869
97.0000	0.026073	0.057959	0.006298	0.167759	-0.126227	0.198500	-0.180878	0.012539	-0.006879	0.036458	-0.239146	0.020891	0.100539	-0.063152	-0.215292	-0.065829	0.080206	0.039166	-0.135774	-0.167880	0.111689	-0.017368	-0.204146	-0.013898	-0.034292	-0.191496	0.056142	0.070723	0.013223	-0.249034	-0.132015	0.157952	-0.154718	0.035775	0.080416	0.120348	0.190285	-0.053250	-0.280403	0.068948	-0.139939	0.132079	-0.124214	0.307213	0.048937	-0.071308	-0.272527	-0.145532	0.432341	-0.069696
98.0000	0.017345	0.024731	0.032987	0.068049	0.006958	0.198750	0.134913	0.205609	0.098885	-0.356706	-0.060283	0.054836	0.222159	-0.135263	-0.090624	0.060893	-0.096991	-0.118096	0.197881	-0.049461	-0.101583	0.034380	-0.168941	0.273868	-0.044791	0.056774	-0.227606	-0.006893	0.121920	-0.141304	0.131094	-0.160456	0.006379	-0.232788	-0.000907	0.222249	0.011337	-0.348712	-0.334878	0.106294	-0.023607	0.305708	0.182400	-0.033903	-0.205132	0.163922	0.327256	0.270749	0.236685	-0.134464
99.0000	0.012691	0.389243	0.156744	0.246460	0.097194	0.089361	0.007092	0.091869	-0.039293	0.194514	0.380882	0.039398	0.152160	-0.070523	0.126071	-0.179359	0.012223	-0.025277	0.042815	0.241091	-0.062820	0.113957	-0.018878	-0.067887	0.071956	0.125936	0.206923	0.099318	0.268444	0.197024	0.224007	0.110685	0.000761	0.000565	0.080005	-0.090988	-0.088220	-0.202323	-0.044226	0.067537	-0.058438	0.143273	-0.323623	0.001647	0.084321	-0.015412	0.020509	0.056489	-0.071613	0.319634
100.0000	-0.131503	0.141737	0.152954	-0.088969	0.129007	0.200728	0.084902	-0.096649	0.084805	-0.032124	0.035648	-0.114533	0.123366	0.096114	0.129055	-0.039357	-0.258391	0.241953	0.029934	0.082979	0.077223	-0.057042	-0.025893	0.001065	0.218362	0.070048	-0.177449	0.267323	0.026219	0.119013	0.152583	0.078707	0.243515	-0.092201	-0.065690	0.345862	0.164607	-0.017923	0.051092	0.226184	-0.042098	-0.037132	0.012251	0.028791	0.117773	-0.052960	-0.104810	0.018397	0.083805	-0.098282
101.0000	0.052223	0.050529	0.148903	-0.130589	0.178608	0.019246	-0.077156	0.037035	0.201134	-0.091086	-0.324022	0.167564	-0.032861	-0.051708	0.140529	0.230138	-0.020008	0.189780	0.290338	-0.070100	-0.204215	0.212420	0.186794	0.333943	0.184636	0.109458	0.235078	-0.001586	0.297642	0.095989	-0.101414	0.065297	-0.033942	0.187929	0.139361	0.069797	0.054624	0.229311	0.310414	-0.251152	0.289091	0.145046	0.149132	0.018586	0.222407	0.381097	0.031002	0.077349	0.228367	0.006279
102.0000	0.099977	0.430379	0.032813	0.220766	0.393441	0.176643	0.087420	0.236106	0.138651	0.100444	0.133240	0.041514	0.024356	0.416909	0.002112	0.228072	0.094235	0.462644	0.136185	0.339535	-0.066112	-0.092799	0.158592	0.272000	0.231802	0.341641	0.139245	0.053601	0.161275	0.075020	0.060786	0.284173	0.148777	0.300676	0.087809	0.450536	-0.032274	0.265849	0.281555	0.150805	0.334953	0.295413	0.405903	0.041969	0.116351	-0.204516	0.156883	0.394184	0.268933	0.060124
103.0000	0.068588	0.368991	0.259650	0.224933	0.256960	0.010236	0.202379	0.295479	0.002431	0.099470	0.357623	0.305294	0.376372	-0.207205	0.161704	0.127151	0.270870	0.365949	-0.124951	0.298579	0.141580	-0.011434	0.363665	0.429893	-0.178801	0.284377	0.170831	0.142585	-0.040168	0.261733	0.595972	0.320782	0.086122	0.407884	0.074088	0.145442	0.055013	0.118962	0.223040	0.103035	0.331324	0.067044	0.018646	0.110374	0.474762	0.637413	0.132125	0.325621	0.255280	-0.230988
104.0000	0.203678	0.500284	0.510174	0.273704	0.191247	0.237274	0.431282	0.356137	0.083647	0.389011	0.228847	0.433680	0.344773	0.179355	-0.098689	0.349575	0.115317	0.399515	0.002075	0.308636	0.299225	0.548215	0.275459	0.298154	-0.014215	0.303046	0.182831	-0.087817	0.495361	0.100505	0.154292	0.085897	0.507320	0.133524	0.337987	0.333978	0.487977	0.193180	0.094394	0.249743	0.306471	0.066114	0.032020	0.023001	0.301315	0.333132	0.037844	0.203518	0.415695	0.241576
105.0000	0.328708	0.251461	0.469914	0.408050	0.412714	0.281398	0.148917	0.110822	0.392729	0.205042	0.375405	-0.002733	0.262248	0.284659	0.294872	0.288846	0.081161	0.059921	0.330898	0.375461	0.147865	0.191583	0.171414	0.116219	0.148632	0.384448	0.072913	0.288813	0.608981	0.313951	0.716050	0.240777	0.456593	0.098916	0.037445	0.373402	0.325732	0.263229	0.123984	0.431995	0.282012	0.216353	0.139086	0.150303	0.406728	0.220879	0.133216	0.119287	0.249655	0.131367
106.0000	0.592417	0.455936	0.548467	0.372742	0.487910	0.567809	0.226886	0.129335	0.518360	0.513882	0.450223	0.515561	0.246803	0.385603	0.523818	0.233856	0.026360	0.424068	0.299456	0.668644	0.279848	0.418917	0.025820	0.343026	0.214780	0.264401	0.122249	0.026570	0.402354	0.199801	0.565834	0.351671	0.063136	0.246700	0.394206	0.251393	0.325653	0.276679	0.347609	0.312345	0.234935	0.408434	0.414745	0.601834	0.152106	0.358401	0.351286	0.184060	0.254482	0.431070
107.0000	0.378069	0.133955	0.275200	0.412725	0.167741	0.317535	0.493526	0.323412	0.528175	0.401403	0.298641	0.290223	0.048011	0.214493	0.130762	0.324458	0.262419	0.343916	0.570081	0.679646	0.109863	0.606626	0.378800	0.532182	0.477856	0.677857	0.477360	0.359841	0.365350	0.217233	0.429743	0.310931	0.232450	0.246985	0.454555	0.362776	0.314398	0.376427	0.456440	0.297808	0.208908	0.146500	0.370675	0.462230	0.454568	0.457232	0.141475	0.279561	0.299853	0.493072
108.0000	0.433732	0.512701	0.246659	0.502351	0.484710	0.408606	0.266199	0.611111	0.429923	0.529255	0.317191	0.375457	0.234472	0.565244	0.307211	0.326787	0.687728	0.312452	0.285109	0.292092	0.534972	0.047931	0.138551	0.375189	0.263265	0.048970	0.396890	0.524893	0.354389	0.299477	0.439685	0.482853	0.525738	0.459785	0.263153	0.611085	0.438922	0.390594	0.453882	0.184609	0.449549	0.291138	0.178704	0.533985	0.299001	0.345232	0.095554	0.471175	0.523856	0.429858
109.0000	0.427771	0.415279	0.420070	0.514301	0.544114	0.474482	0.610296	0.334858	0.258468	0.438613	0.461954	0.302080	0.725651	0.229863	0.488304	0.261372	0.479604	0.464140	0.392513	0.682521	0.471950	0.607875	0.340395	0.395973	0.538977	0.657626	0.392805	0.367407	0.369346	0.382627	0.369215	0.481117	0.507530	0.228521	0.315889	0.390611	0.480973	0.187804	0.283748	0.422547	0.262893	0.479987	0.453872	0.615519	0.602516	0.744224	0.380745	0.552418	0.493715	0.475395
110.0000	0.195352	0.279909	0.491526	0.611784	0.438533	0.414945	0.481805	0.551413	0.482215	0.673976	0.509834	0.511438	0.291099	0.398248	0.671094	0.671670	0.624105	0.624949	0.350492	0.540643	0.529449	0.580509	0.374909	0.555746	0.365402	0.618484	0.549677	0.734735	0.664773	0.475843	0.469831	0.758052	0.547057	0.220008	0.449714	0.420536	0.526993	0.452033	0.580768	0.584009	0.334079	0.646745	0.715883	0.758288	0.315415	0.704502	0.193410	0.374336	0.526860	0.507706
111.0000	0.523558	0.682425	0.691664	0.678813	0.733891	0.407161	0.573003	0.595794	0.761873	0.354491	0.535646	0.537557	0.555957	0.620647	0.460301	0.442331	0.392527	0.602660	0.449446	0.602399	0.600772	0.773594	0.451271	0.443609	0.347402	0.564778	0.542731	0.308460	0.524944	0.562853	0.424226	0.297993	0.556163	0.475568	0.569840	0.354515	0.544762	0.524145	0.591421	0.401372	0.700472	0.571066	0.567207	0.261821	0.544006	0.936559	0.391069	0.647649	0.646820	0.422474
112.0000	0.580797	0.300243	0.317893	0.801516	0.549255	0.766585	0.626891	0.685879	0.664536	0.588807	0.586036	0.733301	0.722880	0.727791	0.467925	0.446909	0.335745	0.439992	0.287977	0.317922	0.583482	0.394534	0.374358	0.616088	0.398595	0.583767	0.452823	0.750452	0.822854	0.018508	0.562219	0.553398	0.714443	0.680739	0.548835	0.806896	0.702083	0.720233	0.411163	0.271262	0.856860	0.627966	0.596447	0.387280	0.398081	0.388547	0.383972	0.435471	0.264105	0.479539
113.0000	0.985041	0.328648	0.844987	0.518175	0.634391	0.468417	0.523121	0.865220	0.584433	0.556089	0.503272	0.504345	0.427316	0.404954	0.320216	0.386152	0.432393	0.726923	0.557701	0.589996	0.542988	0.833242	0.506763	0.625079	0.954294	0.592221	0.984704	0.716825	0.620784	0.494407	0.411225	0.479279	0.732701	0.461436	0.680589	0.543438	0.619020	0.490858	0.497906	0.956690	0.674548	0.766292	0.649266	0.494996	0.634426	0.647850	0.429076	0.523788	0.662065	0.814038
114.0000	0.629738	0.712964	0.634891	0.730677	0.632631	0.459405	0.717075	0.892878	0.752886	0.868087	0.771135	0.907713	0.686299	1.055348	0.674108	0.263197	0.644023	0.562954	0.650812	0.536669	0.828040	0.547680	0.830478	0.585030	0.537488	0.824109	0.769706	0.401187	0.596740	0.599857	0.446227	0.749208	0.615009	0.785959	0.923039	0.838589	0.511901	0.689178	0.761867	0.708869	0.824561	0.898181	0.720768	0.588133	0.961965	0.450540	0.669022	0.441164	0.691378	0.768878
115.0000	0.745778	0.786248	0.636514	0.644997	0.702883	0.802585	0.584690	0.611355	0.510136	0.925401	0.790430	0.800253	0.841233	0.565922	1.006857	0.805770	0.401426	0.733048	0.680096	0.824754	0.724078	0.858762	0.872018	0.847656	0.804194	0.694566	0.719606	1.107165	0.610351	0.926305	0.895698	0.457970	0.520657	0.755346	0.624388	0.610342	0.608682	0.784972	0.665370	0.667310	0.663668	0.923372	0.510480	0.655460	0.808736	0.536825	0.739104	0.478649	0.950867	0.731459
116.0000	0.735865	0.886650	0.589256	0.616038	0.576630	0.914744	0.665756	0.426387	0.636721	0.741135	0.540670	0.754717	0.742947	0.544244	0.782675	0.860113	0.590083	0.695569	1.063505	0.901734	0.716214	0.735669	0.970947	0.837970	0.507342	0.631889	0.664030	0.731510	0.629514	0.579071	0.499225	0.793019	0.487562	0.973091	0.483795	0.916359	0.444219	0.718820	0.979444	0.949721	0.540421	0.434867	0.706283	0.674025	0.736177	0.692132	0.620186	0.603158	0.511783	0.831081
117.0000	0.604519	0.891115	0.531593	0.676390	0.563813	0.712110	0.863625	0.678042	0.617192	0.586094	0.721447	0.752703	1.210081	0.855228	0.776479	0.958777	0.691867	0.746991	1.054844	0.468648	0.778523	0.895436	0.781343	0.726770	0.992660	0.915118	0.922735	0.648198	0.856943	0.804241	0.912742	0.685314	0.764275	0.659483	0.903710	0.900817	1.083844	0.516601	0.854990	0.801043	0.871647	0.794530	0.752858	0.812717	0.410497	0.733594	0.765664	0.775961	1.013399	0.770658
118.0000	0.987867	1.037942	0.939919	0.890686	1.055619	0.751035	0.860452	0.827794	0.886879	0.880508	0.830405	0.770458	0.566153	0.764199	0.864755	0.794087	0.618304	0.931380	0.703808	0.813138	0.811948	0.823773	0.857126	0.814199	0.868799	1.054158	0.698308	0.605380	0.622269	1.040698	0.532286	0.706319	0.540458	0.575472	1.068940	0.782178	0.945856	0.967953	0.743448	1.016248	0.901837	0.953320	0.743923	0.821737	0.736090	0.871929	0.688085	0.667346	0.827754	0.844185
119.0000	0.963382	0.955628	0.861589	0.913330	0.723548	0.892973	0.839347	0.796345	0.957707	0.600900	0.770445	0.814390	1.009401	0.776184	0.848928	0.802293	0.532039	0.694563	0.544001	1.018871	0.824227	0.574681	1.024683	0.809900	0.891689	0.603550	0.719826	0.817589	0.727841	0.653646	0.945037	0.633617	0.888241	0.940373	0.909507	0.740450	0.726081	0.962663	0.849061	1.037546	0.861342	1.105560	0.953510	0.742166	0.921790	0.833993	0.910718	1.075304	0.923940	0.939769
120.0000	1.000586	0.862086	0.688437	0.941993	0.733222	0.775753	0.693121	1.177116	0.858857	1.125852	0.977537	0.907191	0.856011	0.971278	0.759979	0.805773	0.925379	1.173710	0.867051	0.853929	0.948847	0.413849	0.661332	0.786134	0.944005	1.235495	1.135930	0.862820	1.080603	0.941027	0.850793	0.812170	0.835726	0.923912	0.718769	0.783976	0.839654	0.916247	0.891439	0.690753	0.845575	0.978079	0.786832	0.555599	0.805302	1.001927	0.660281	0.742056	1.133319	0.570789
121.0000	0.773734	0.899100	0.715880	0.876285	0.587133	0.792885	0.758768	0.912959	0.779202	0.839166	0.900109	0.878792	1.025930	0.681047	1.033634	0.847658	0.917022	0.636979	0.966618	1.019501	0.769763	0.941629	1.030986	0.655401	0.988742	0.754632	0.914743	0.925539	0.766959	0.789801	1.108339	1.072817	1.201728	0.940516	0.891558	0.810272	0.814610	0.916191	0.800883	0.979141	1.054473	0.781264	0.856146	0.761211	1.124214	0.957978	0.934928	0.937734	0.994256	1.046063
122.0000	1.145347	0.892595	0.884560	0.935440	0.839083	1.066867	0.976434	1.032985	0.931965	0.930342	0.960289	0.838848	1.001124	0.679608	0.968792	1.102896	1.051782	0.845278	0.805855	0.987603	0.805509	0.895367	1.130279	0.862354	1.056288	0.790883	0.820425	0.890258	1.064333	0.859233	0.885129	0.931149	0.986397	0.777754	0.767149	1.094705	1.166310	0.667714	0.798040	1.193721	0.787068	0.825876	0.745902	0.852542	0.945658	1.182058	0.971090	1.132964	0.994983	1.060079
123.0000	0.745744	1.000343	1.206375	1.078685	0.757558	1.047091	1.065843	0.988604	0.883035	0.853879	0.895915	0.982191	0.846048	0.866408	0.958664	0.869209	0.789458	1.011553	0.834375	1.007271	1.039911	1.015755	0.822678	0.862418	0.866157	0.769288	0.956874	1.051005	0.646570	0.835555	0.654591	1.050174	0.951638	1.072294	1.052450	0.980056	0.743040	1.072220	1.061230	0.806224	0.839955	0.851167	1.012768	0.918960	1.117811	1.080342	1.306419	0.969899	0.992365	0.838918
124.0000	1.061219	0.808589	0.934252	0.749782	1.219493	1.169865	0.806744	0.921196	0.853765	0.837924	0.674208	0.847748	1.007540	1.134876	0.826886	1.029901	1.087179	1.060838	1.210574	0.932494	0.951405	0.935368	1.180587	0.990424	0.874553	0.973318	1.100719	0.915046	1.190704	0.863412	0.944985	1.222887	0.730765	0.878177	0.770497	0.805922	0.990362	1.196150	1.099982	0.825235	0.821975	1.019319	1.114476	0.803741	1.003926	0.796347	0.216514	0.918603	0.900669	1.159806
125.0000	1.314811	1.037381	0.760771	0.989939	1.137715	0.798354	0.860269	0.697521	1.037092	1.096836	0.678690	1.034613	0.707557	0.903134	1.181769	0.919942	1.215638	0.971171	0.947610	0.803755	1.131952	1.288954	1.294900	1.052347	0.993626	0.794285	1.079431	0.695998	0.795708	1.394529	1.010192	1.025806	0.796894	1.016552	0.941223	0.948423	0.969963	0.819181	1.076810	0.863662	0.998989	0.914269	0.932089	0.912622	0.944845	0.964419	1.384607	1.008294	0.981969	0.653645
126.0000	0.846448	0.982066	0.958167	1.008522	0.891806	0.919659	1.015156	0.983235	0.881329	0.971236	1.083470	0.961568	1.085515	1.234902	1.094734	1.193155	1.034360	0.986420	1.094366	0.826799	1.056360	1.029609	1.111705	0.874700	1.097692	0.821289	1.141167	0.972624	0.863569	1.121697	0.975231	0.911208	1.097231	0.926093	0.844377	0.975375	1.119054	1.196781	1.222326	1.128591	0.831844	0.538329	1.116137	0.825380	0.924329	0.983327	1.108531	0.910768	0.887701	1.047971
127.0000	0.914502	1.040792	0.958538	1.112442	1.337312	1.041623	1.016365	1.487644	0.764494	1.005819	1.039483	1.103956	1.044170	1.179599	0.916508	0.713736	0.907956	1.061029	0.859901	1.105849	0.916552	0.932404	1.088622	1.055471	0.989448	0.896164	0.812013	0.644325	1.101498	1.164707	1.085713	1.069534	0.952482	1.052604	1.018470	0.678598	0.983845	1.169165	0.918181	1.042104	0.896810	0.822703	0.977403	0.980574	0.847623	1.065432	1.273544	0.849325	0.992761	1.005436
128.0000	1.014394	1.041255	0.594914	0.796909	1.146711	0.860603	0.755853	0.812778	0.797829	0.848863	1.065246	1.147808	1.095246	1.041888	1.149720	0.816368	1.021209	0.964786	0.990905	1.002365	1.085711	1.050051	0.831480	0.856010	1.115532	1.020215	1.141819	1.052512	1.040008	1.073246	0.914788	0.917802	1.379753	0.820177	0.944495	0.969970	0.735715	0.827967	1.250587	0.709081	0.893583	0.932809	0.620329	0.838483	1.163938	1.160738	1.135236	1.091352	0.649057	0.953026
129.0000	0.919507	0.627188	0.986884	1.219298	0.946303	1.091281	1.019263	0.722797	0.754539	1.123437	1.015199	1.143330	1.153746	1.045987	0.920393	1.051985	0.896360	1.204005	0.944577	0.974251	1.174607	0.930727	1.155409	0.976234	1.087704	1.030256	0.968169	0.848133	1.129276	0.754090	0.805518	0.919365	0.982570	1.069980	1.021542	1.103507	0.957360	0.935907	0.859890	1.046170	0.955937	0.790656	0.987301	0.867692	0.930826	1.037419	0.853497	0.907561	1.059384	0.997933
130.0000	0.753643	0.851048	0.951602	1.018287	0.611332	1.169937	0.896487	1.276701	1.023369	1.129911	1.018428	1.033958	1.041386	1.028543	0.868942	1.248834	0.862600	1.112145	0.884937	0.922659	1.053290	1.000182	0.832404	0.895880	0.953695	1.172422	0.999608	1.010747	0.794503	1.045486	0.836295	0.758259	1.011581	1.084881	0.989595	0.965598	0.840418	0.776927	0.834340	0.948455	0.763136	0.804213	0.959907	0.789940	1.064587	1.072967	1.084919	1.126756	0.967982	1.073652
131.0000	0.983475	0.956897	1.077622	1.013178	1.316832	0.885687	1.219348	1.084503	0.995752	0.941852	1.118544	1.038416	0.995404	0.997149	0.859235	0.939426	1.075680	1.104115	1.146486	0.927413	1.073029	0.790569	1.028652	1.085117	0.711114	1.155913	1.154615	1.170302	0.930170	1.134130	0.895826	1.112129	0.775656	0.990588	0.825192	1.011352	0.985128	0.963420	0.709197	0.956349	0.986272	1.280836	0.988640	0.950166	0.894329	0.803057	0.873343	1.092630	0.922760	0.702356
132.0000	0.796676	0.947699	1.233365	0.895815	0.747586	0.961810	0.993401	0.984135	0.971100	1.146210	1.022715	0.907609	0.823861	0.901085	0.690361	0.829666	0.935164	0.811098	0.747690	1.113058	0.930256	0.954734	1.026686	0.973538	0.880492	1.109713	1.061430	0.813709	0.863460	0.828012	0.877369	0.898121	1.098136	1.202606	1.050053	1.028699	1.171148	1.023269	0.889152	0.830469	1.143117	0.954728	0.993999	0.826054	0.793567	0.887141	0.942800	0.980969	0.988985	1.106166
133.0000	1.005967	0.973836	1.103912	1.015631	0.688118	1.153271	0.998149	1.139329	1.023087	0.919309	1.091064	1.036574	0.828095	0.897400	1.005659	1.085027	1.115692	0.923019	0.979936	0.884641	1.083884	0.863250	0.440490	0.918403	1.196347	0.895685	0.987586	1.094116	0.768399	1.079727	1.295846	0.962242	0.796070	0.966002	0.927613	0.883537	0.674014	0.736858	0.859369	0.987166	0.955251	0.877011	0.832340	1.070945	1.018199	0.648109	0.758725	1.080561	0.719893	0.873387
134.0000	0.772228	0.955494	0.869808	0.917335	1.063527	1.180032	0.977246	0.785416	1.088936	1.027105	0.935861	1.397126	1.088152	0.749648	0.635470	0.958697	0.843778	0.865072	0.856874	0.708982	0.823038	0.741731	0.971012	0.816354	0.961151	0.633964	0.612542	0.845133	0.999526	1.015792	1.098408	0.754747	0.988804	1.047955	0.761862	1.019755	0.790108	0.968012	0.989032	1.067711	1.141340	1.010243	1.130839	0.971019	0.798136	0.976434	0.808337	0.828533	1.199532	1.062460
135.0000	1.114421	1.109366	0.715952	1.063278	1.247894	0.993801	0.699842	0.865942	0.793091	0.638492	0.836874	0.646832	1.097381	0.550425	0.697664	1.075463	0.830755	0.731091	0.944155	0.993479	0.695223	1.178291	1.275152	0.832605	0.785998	0.602434	0.875106	1.144910	1.023389	1.159737	0.984937	0.947323	1.003700	0.895794	1.218070	1.100554	0.799027	0.977800	0.918515	0.785636	1.082031	1.053841	0.872007	0.871453	0.821858	1.008156	1.016477	0.999498	0.866516	0.978459
136.0000	0.733104	0.897460	1.236596	0.634368	1.058233	0.939606	1.142173	0.993865	0.911563	0.903606	0.879722	0.907344	0.814875	1.016202	0.539254	0.657039	0.765615	0.904616	0.799355	0.819860	1.236018	0.688031	0.536813	1.124951	0.888189	1.003251	0.732890	0.795819	0.800062	0.787924	0.917494	0.736301	0.864871	0.975002	0.922056	0.622013	0.793347	0.948614	0.671646	0.598223	0.967252	1.186684	0.820642	0.730969	0.663288	0.652744	0.916285	0.967378	0.828715	0.785931
137.0000	0.768134	0.769490	0.825326	0.842775	0.901029	0.688383	0.573006	1.132996	0.579501	0.775721	0.691016	1.021663	0.823344	0.840032	0.803533	0.998193	0.648416	0.735796	0.946522	0.821152	0.897275	0.817488	0.808359	0.741280	0.917940	0.943006	0.923100	0.690369	1.044850	0.651801	0.861409	0.795187	1.079989	0.586447	0.793454	0.764716	0.927462	0.884618	0.757534	0.770976	0.827646	0.693554	0.928123	0.873521	0.742475	0.840210	0.970078	0.771230	0.671634	0.804544
138.0000	0.901849	0.539952	0.781910	0.841098	0.869034	0.833702	0.899176	0.604539	0.986627	0.803149	0.722844	0.726377	0.644129	0.780753	0.757273	0.547552	0.901985	0.878132	0.638866	1.020958	0.716714	0.659400	0.487754	0.851732	0.683961	0.687315	0.928465	0.882907	0.661966	0.725577	0.825571	0.911495	0.688216	0.784763	0.992102	1.129264	0.753789	0.595547	0.724102	0.893264	0.783196	0.845042	0.782602	0.883426	0.783437	0.764479	0.570149	0.715363	0.783413	0.776734
